id,name
66390,"PHYSIONEAL 40 GLUCOSA 3,86% P/V / 38,6 mg/ml CLEAR-FLEX SOLUCION PARA DIALISIS PERITONEAL"
59712,FOSCAVIR 24 mg/ml SOLUCION PARA PERFUSION
59936,CEDAX 36 mg/ml POLVO PARA SUSPENSIÓN ORAL
59941,SEPTANEST CON ADRENALINA 1/200000
96026002,INVIRASE 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
66237,CARVEDILOL ARISTO 6.25 mg COMPRIMIDOS EFG
66727,RISPERIDONA BENEL 3 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
67313,TORASEMIDA NORMON 5 mg COMPRIMIDOS EFG
59958,SALDEVA FORTE COMPRIMIDOS
59971,IBERCAL COMPRIMIDOS EFERVESCENTES
60229,CRISTALCROM
61846,CLORXIL 10 mg/ml SOLUCION PARA PULVERIZACION CUTANEA
61914,LAURIMIC 200 MG CAPSULAS VAGINALES BLANDAS
66231,CITALOPRAM ARISTO 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
79598,BOSENTAN ACCORD 125 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
59586,CRISTALMINA MONODOSIS SOLUCION EN ENVASE MONODOSIS
62116,ACICLOVIR STADA 50 mg/g CREMA EFG
66000,RELAPAZ 30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
79609,TELMISARTAN/HIDROCLOROTIAZIDA TEVAGEN 80 MG/25 MG COMPRIMIDOS EFG
67638,CLARITROMICINA CINFA 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
60204,KYTRIL 1 MG COMPRIMIDOS RECUBIERTOS CON PELICULA
60228,ANSATIPIN 150 mg CAPSULAS
61996,BLOPRESS 8 mg COMPRIMIDOS
7423001,VECTIBIX 20 mg/ml CONCENTRADO PARA SOLUCION PARA PERFUSION
66729,PARAPRES 32 mg COMPRIMIDOS
60362,CLINWAS GEL TOPICO
62106,SOLUCEL 40 mg/g CREMA
66137,LANSOPRAZOL STADA 15 mg CAPSULAS DURAS GASTRORRESISTENTES EFG
67763,ACETILCISTEINA CINFA 600 mg COMPRIMIDOS EFERVESCENTES EFG
60997,POLYTAR PLUS CHAMPU
61063,MELFALAN ASPEN INYECTABLE
61863,ENTOCORD 2 MG COMPRIMIDO Y DISOLVENTE PARA SUSPENSION RECTAL
62418,PIROXICAM CINFA 20 mg COMPRIMIDOS DISPERSABLES EFG
62460,AMOXICILINA SANDOZ 500 MG POLVO PARA SUSPENSIÓN ORAL EN SOBRES EFG
79485,TERLIPRESINA G.E.S. 1 MG SOLUCION INYECTABLE EFG
84084,ETORICOXIB CIPLA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
57745,FLUOR LACER 1 mg COMPRIMIDOS
58496,"FRAXIPARINA 0,3 ml SOLUCION INYECTABLE"
79491,MEMANTINA GOBENS 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
64428,"ALPRAZOLAM TARBIS 0,25 mg COMPRIMIDOS EFG"
67478,GLIMEPIRIDA MYLAN 4 mg COMPRIMIDOS EFG
1161099003,DESCOVY 200 MG/ 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA
64355,OLICLINOMEL N4-550E EMULSION PARA PERFUSION
79707,ENALAPRIL/LERCANIDIPINO TEVA 10 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
67032,MIRTAZAPINA ARISTO 30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
63390,WELLVONE 750mg/5ml SUSPENSION ORAL
59420,GLUCOBAY 100 mg COMPRIMIDOS
64549,CONDROSAN 400 mg CAPSULAS DURAS
66523,AMOXICILINA/ACIDO CLAVULANICO SANDOZ 875 mg/125 mg POLVO PARA SUSPENSION ORAL EN SOBRES EFG
65917,NOVIX 50 UI/ml POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE
79102,"GALLIAPHARM 0,74 - 1,85 GBq GENERADOR DE RADIONUCLIDO"
79302,TRAVOPROST ABAMED 40 MICROGRAMOS/ML COLIRIO EN SOLUCION
97051001,"MIRAPEXIN 0,088 mg COMPRIMIDOS"
98065002,OPTISON SUSPENSION INYECTABLE
98077003,"VIAGRA 25 mg, COMPRIMIDOS RECUBIERTOS CON PELICULA"
63907,LOVASTATINA VIR 40 mg COMPRIMIDOS EFG
63063,ALDOCUMAR 3 mg COMPRIMIDOS
66379,GABAPENTINA TEVA 100 mg CAPSULAS DURAS EFG
65230,CIPRALEX 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
67698,"CLORURO DE SODIO PHYSAN 0,9% SOLUCION PARA PERFUSION"
98092002,"PROMETAX 1,5 mg CAPSULAS DURAS"
99107003,REBETOL 200 mg CAPSULAS DURAS
99114003,ZEFFIX 5 mg/ml SOLUCION ORAL
62788,ALERLISIN 10 mg/ml GOTAS ORALES EN SOLUCION
66399,MELOXICAM STADA 7.5 mg COMPRIMIDOS EFG
63713,FAMOTIDINA ARISTO 40 mg COMPRIMIDOS EFG
99123008,RENAGEL 800 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
99126003,ENBREL 25 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE
63348,FLUOXETINA PENSA 20 mg CAPSULAS DURAS EFG
67090,CIPROFLOXACINO TEVAGEN 750 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
114923001,ENTYVIO 300 MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION
80429,RAGLYSA 1 MG COMPRIMIDOS EFG
61995,BLOPRESS 4 mg COMPRIMIDOS
63636,CLOXACILINA NORMON 1 g POLVO PARA INYECTABLE EFG
84343,"PERIOCHIP 2,5 MG INSERTO PERIODONTAL"
31004,TOFRANIL 25 mg COMPRIMIDOS RECIBIERTOS
67135,LAMOTRIGINA MYLAN 100 MG COMPRIMIDOS DISPERSABLES/MASTICABLES EFG
64230,FLUOXETINA APOTEX AG 20 mg CAPSULAS DURAS EFG
57012,AMIKACINA NORMON 500 MG/2 ML SOLUCION INYECTABLE Y PARA PERFUSIÓN EFG
63898,GADOVIST 1 mmol/ml SOLUCION INYECTABLE EN JERINGA PRECARGADA/ CARTUCHO PRECARGADO
59490,"SEREVENT 25 microgramos/inhalación, suspensión para inhalación en envase a presión"
65049,ACETILCISTEINA MYLAN 600 mg GRANULADO EFERVESCENTEL EFG
79437,DULOXETINA SWANPOND INVESTMENTS 60 MG CAPSULAS DURAS GASTRORRESISTENTES EFG
63285,CIPROXINA 2 mg/ml + 10 mg/ml GOTAS OTICAS EN SUSPENSION
79481,ACIRYL 25 MG CAPSULAS DURAS EFG
1191385001,VITRAKVI 25 MG CAPSULAS DURAS
64644,CLARITROMICINA MYLAN 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
66548,"BISOLVON MUCOLITICO 1,6 mg/ ml JARABE"
63054,SEROQUEL 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
67640,CETIRIZINA ARISTO 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
64569,CISPLATINO SANDOZ 1 mg/ml CONCENTRADO PARA SOLUCION PARA PERFUSION
67296,LAMOTRIGINA ALLEN 200 mg COMPRIMIDOS DISPERSABLES/MASTICABLES EFG
64638,CLARITROMICINA VIR 500 mg comprimidos recubiertos EFG
79490,RINGER LACTATO SERRACLINICS SOLUCION PARA PERFUSION EFG
60717,"GAMMAGARD S/D 5 G, POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION"
80078,CAPECITABINA NORMON 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
63714,LORATADINA STADA 1mg/ml JARABE EFG
80426,PEMETREXED SALA 100 MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION EFG
58101,CLAVERSAL 500 mg COMPRIMIDOS GASTRORRESISTENTES
65020,GABAPENTINA ALTER 400 mg CAPSULAS DURAS EFG
65998,SERTRALINA CUVE 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
79501,"LEVODOPA/CARBIDOPA/ENTACAPONA NORMON 125MG/31,25MG/200MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG"
67845,NICORETTE FRESHMINT 4 mg CHICLES MEDICAMENTOSOS
80075,VORICONAZOL FARMAPROJECTS 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
62791,"ALPRAZOLAM CINFA, 0,5 mg COMPRIMIDOS EFG"
63022,FOLI-DOCE
66193,GABAPENTINA COMBIX 600 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
62423,METASEDIN 40 mg COMPRIMIDOS
79732,DULOXETINA KERN PHARMA 40 MG CAPSULAS DURAS GASTRORRESISTENTES EFG
98066006,EXELON 3 mg CAPSULAS DURAS
65467,AMLODIPINO KERN PHARMA 10 mg COMPRIMIDOS EFG
63452,MALARONE 250 mg/100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
64660,"EXTRACTO DE HARPAGOFITO NATYSAL 300 mg, COMPRIMIDOS"
63327,LOVASTATINA BEXAL 40 mg COMPRIMIDOS EFG
79496,MEMANTINA NORMON 10 MG/ML SOLUCION ORAL EFG
79447,CARPOSEKKUR 75 MG/18.75 MG/200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
62662,ADVENTAN 1 mg/g EMULSION CUTANEA
50878,FOSFOCINA INTRAVENOSA 4 G
80431,RUPATADINA URIACH 10 MG COMPRIMIDOS EFG
63000,CLEXANE 15.000 UI (150 mg)/ 1 ml SOLUCION INYECTABLE EN JERINGA PRECARGADA
64094,MIDAZOLAM ANESFARMA 5 mg/ml SOLUCION INYECTABLE
79444,CARPOSEKKUR 150 MG/37.5 MG/200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
64376,AGIOLAX SOBRES
63329,LOVASTATINA LAREQ 20 mg COMPRIMIDOS EFG
61885,ALPRAZOLAM MYLAN 2 mg COMPRIMIDOS EFG
65273,DOLODOL 100 mg CAPSULAS DE LIBERACION PROLONGADA.
66197,GABAPENTINA RATIOPHARM 600 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
79426,HIDROCLOROTIAZIDA APOTEX 50 MG COMPRIMIDOS
65375,MIDAZOLAM SALA 15mg/3ml SOLUCION INYECTABLE EFG
65219,DRYTEC
64958,FLUCONAZOL ARISTO 100 mg CAPSULAS DURAS EFG
62129,AREDIA 15 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION
63896,STREPSILS CON LIDOCAINA PASTILLAS PARA CHUPAR
65170,CONCERTA 36 mg COMPRIMIDOS DE LIBERACION PROLONGADA
80340,SEASONIQUE COMPRIMIDOS RECUBIERTOS CON PELICULA
62469,OCUBRAX COLIRIO
61982,OCULOTECT 50 mg/ml COLIRIO EN SOLUCION
64938,GABAPENTINA RATIOPHARM 300 mg CAPSULAS DURAS EFG
64950,CEFTRIAXONA SALA 2g IV POLVO PARA SOLUCION INYECTABLE EFG
64453,KALPRESS 80 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
65090,FLUCONAZOL MABO 50 mg CAPSULAS DURAS EFG
64192,TICLOPIDINA MYLAN 250 mg COMPRIMIDOS RECUBIERTOS EFG
64361,OLICLINOMEL N7-1000E EMULSION PARA PERFUSION
66825,"KETESSE 12,5 mg GRANULADO PARA SOLUCION ORAL"
62016,TIONER 50 mg CAPSULAS DURAS
65339,KETOCONAZOL ARISTO 20 MG/ML GEL EFG
113888004,NovoEight 1500UI polvo y disolvente para solucion inyectable
40960,DIAZEPAN LEO 5 mg COMPRIMIDOS
65868,COULERGIN 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
56357,MOTOSOL 3mg/ml JARABE
64301,GLUTASEY 40 mg COMPRIMIDOS RECUBIERTOS
61076,MOVALIS 15 mg COMPRIMIDOS
62032,ARKOCAPSULAS HIPÉRICO 185 mg CÁPSULAS DURAS
60256,NICORETTE 10 mg/16 HORAS PARCHES TRANSDERMICOS
57819,DACORTIN 30 mg COMPRIMIDOS
78656,"PIPERACILINA/TAZOBACTAM NORMON 2 G/ 0,25 G POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION EFG"
62117,COZAAR 12.5 mg INICIO COMPRIMIDOS RECUBIERTOS CON PELICULA
63923,ANASMA 25 microgramos/50 microgramos SUSPENSION PARA INHALACION EN ENVASE A PRESION
64634,ARTEDIL 10 mg COMPRIMIDOS
64291,NADIXA 1% CREMA
79844,LEVOBUPIVACAINA KABI 5 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION EFG
56255,DANATROL 50 mg CAPSULAS
60980,"SUPREFACT DEPOT 6,3 mg IMPLANTE EN JERINGA PRECARGADA"
66632,DEXTROMETORFANO GEISER 10 mg pastillas para chupar
63920,"TRAMADOL KERN PHARMA 50 mg, CAPSULAS EFG"
57900,MST CONTINUS 100 mg COMPRIMIDOS DE LIBERACION PROLONGADA
56267,NAPROSYN 500 mg COMPRIMIDOS
61980,SINGULAIR 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
77944,VORICONAZOL PFIZER 200 MG POLVO PARA SOLUCION PARA PERFUSION EFG
64951,CEFTRIAXONA SALA 1g IV POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EFG
66091,LANSOPRAZOL ALTER 30 mg CAPSULAS DURAS GASTRORRESISTENTES EFG
